
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","GB00B1294F44","BNY MELLON FD MNGR GLOBAL DYN BOND INC STERLING GBP","Distribution","Month"
"Collective Investment","DE0008475096","ALLIANZ RCM ROHSTOFFONDS A EUR","Distribution","Year"
"Collective Investment","GB0000469741","HSBC GLBL ASSET MGMT UK AMERICAN INDEX GBP","Distribution","Year"
"Collective Investment","LU1508476642","ALLIANZ US SHORT DURATION HIGH INCOME BOND A USD INC","Distribution","Year"
"Collective Investment","IE0003600834","INVESCO AM IRL SER 5 EMG MKTS EQ C$","Distribution","Year"
"Collective Investment","LU0198959040","DEUTSCHE AST MGMT MULTI OPPORTUNITIES III DIS","Distribution","Year"
"Collective Investment","IE00B6VBF420","BARCLAYS MULTI-MGR GBLACCES US VALUE M INC NAV","Distribution","Quarter"
"Collective Investment","IE00BK6MNH75","KLEINWORT BENSON I NORTH AMERICA D INC NAV","Distribution","Bi_Annual"
"Collective Investment","GB00BJT0KR04","ARTEMIS FD MNGRS HIGH INCOME I MONTHLY INC GBP","Distribution","Month"
"Collective Investment","LU1345485764","FIDELITY FUNDS FLEXIBLE BOND FUND Y INC","Distribution","Quarter"
"Collective Investment","GB00BZ2YNL69","JUPITER UT MNGRS ASIAN INCOME Z GBP INC","Distribution","Quarter"
"Collective Investment","IE00B7FN4N39","NEUBERGER BER INV SHT DUR HIGH YLD BD A DIS","Distribution","Quarter"
"Collective Investment","IE00BH65QH62","VANGUARD INV SER GBL SHORT TERM BOND INDEX HEDGED INC NAV GBP","Distribution","Quarter"
"Collective Investment","GB00B1LBR299","ASI GLOBAL REAL ESTATE SHARE","Distribution","Quarter"
"Collective Investment","LU0306807586","SCHRODER INTL SEL-GL.DIV.MAX(A)QF","Distribution","Quarter"
"Collective Investment","IE00BYYNG154","NEW CAPITAL UCITS WEALTHY NATIONS BOND S","Distribution","Quarter"
"Collective Investment","GB00B1XG7L17","JUPITER GLOBAL MACRO BOND FUND L INC","Distribution","Quarter"
"Collective Investment","LU1328247892","ALLIANZ US SHORT DURATION HIGH INCOME BOND AM (H2-EUR) INC","Distribution","Month"
"Collective Investment","IE00B91X6F72","PIMCO GIS INCOME FUND ADMINISTRATIVE INC USD","Distribution","Month"
"Collective Investment","IE00BMN94611","NEUBERGER BER INV SHORT DUR EMG MKTS DBT A INC","Distribution","Month"
"Collective Investment","LU0837982205","ABERDEEN STD SERV SE EU HI YD X1 EUR DIS NAV","Distribution","Month"
"Collective Investment","LU2242652126","FIDELITY FUNDS SICAV - SUSTAINABLE GLOBAL DIVIDEND PLUS FUND A INC","Distribution","Year"
"Collective Investment","IE00BG6MTW60","GAM STAR FUND CONTINENTAL EUROP EQTY","Distribution","Year"
"Collective Investment","LU0827883017","BLACKROCK LUX SA BGF JAPAN SMALL & MID CAP OPP D4 INC","Distribution","Year"
"Collective Investment","GB00B44B2999","SCHRODER UNIT TRUST UK EQ Z INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00BK6MNL12","KLEINWORT BENSON I DIV PLUS NORTH AMER EQTY B","Distribution","Bi_Annual"
"Collective Investment","US69351J8844","PNC FUNDS S&P 500 INDEX FUND CL USD   LIQ","Distribution","Quarter"
"Collective Investment","IE00BLZH2N98","PIMCO GIS CAPITAL SCS E  INC","Distribution","Quarter"
"Collective Investment","IE00B2NGK201","PRINCIPAL GBL PFD SEC HGD I INC GBP","Distribution","Quarter"
"Collective Investment","IE00B523KC34","PIMCO GIS GLOBAL HIGH YIELD BOND E HGD GBP","Distribution","Quarter"
"Collective Investment","LU1228906191","NINETY-ONE GLOBAL ST GLOBAL QUALITY EQTY INC F","Distribution","Month"
"Collective Investment","LU1435042632","JPMORGAN INVESTMENT FUNDS GLOBAL MACRO OPPORTUNITIES FUND A INC","Distribution","Year"
"Collective Investment","GB00B235RJ39","JPMORGAN AM UK LTD JPM JAPAN C INC","Distribution","Year"
"Collective Investment","GB0000185313","HSBC Glbl Asset Mgmt UK UK Growth and Income Inc Retail","Distribution","Bi_Annual"
"Collective Investment","US3163908482","FIDELITY SELECT FOOD&AGRICUL PORT $","Distribution","Bi_Annual"
"Collective Investment","GB00B8HC9L87","M&G FEED PROP PORT CLS X INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0270844359","FIDELITY FUNDS   ASIA PAC PROPERTY A USD DIS   LIQ","Distribution","Quarter"
"Collective Investment","IE0031005543","J O HAMBRO CAP MGT OFFSHORE UK GROWTH INC B","Distribution","Year"
"Collective Investment","GB00B1W7HZ91","INVESCO-CORPORATE BOND UK INC","Distribution","Bi_Annual"
"Collective Investment","LU0168055563","FIDELITY LUX US DOLLAR BOND AM DIS USD","Distribution","Month"
"Collective Investment","GB0008470477","LAZARD FM UK SMALL COS INC RET GBP","Distribution","Bi_Annual"
"Collective Investment","LU0986115417","CASA4FUNDS S.A. 2CG EURP CAP GTH R INC NAV GBP   LIQ","Distribution","Year"
"Collective Investment","GB00B7YLCD41","JPMORGAN AM UK LTD EUROPE DYNAMIC EX UK C NET INC GBP","Distribution","Year"
"Collective Investment","IE00B2RHVP93","VANGUARD INV SER GLOBAL BOND IDX HGD GBP DIS","Distribution","Quarter"
"Collective Investment","LU0539799634","ALLIANCEBERNSTEIN AMERICAN INCOME AT H","Distribution","Month"
"Collective Investment","GB00B88HLF00","AEGON PLC ETHICAL CAUTIOUS D INC NAV","Distribution","Quarter"
"Collective Investment","LU0503635897","PICTET ASSET MGMT HIGH DIV SEL I DM INC NAV","Distribution","Month"
"Collective Investment","GB00B5TX5Q59","AXA INVESTMENT MAN US SHT DUR HIGH YLD BDZ INC","Distribution","Bi_Annual"
"Collective Investment","GB00B6840Q15","FIL INV MONEYBUILDER GTH Y GBP","Distribution","Bi_Annual"
"Collective Investment","IE00BLP59546","OLD MUTUAL GLOBAL STRATEGIC BD HGD A INC GBP","Distribution","Quarter"
"Collective Investment","US7467821010","PUTNAM HIGH YIELD SBI CL A  USD","Distribution","Month"
"Collective Investment","LU0994945730","INVESTEC GLOBAL ST GBL FRANCHISE C INC 2 GROSS","Distribution","Month"
"Collective Investment","LU0048597586","FIDELITY FUNDS ASIA FOCUS FUND A","Distribution","Year"
"Collective Investment","LU1062843773","BLACKROCK (LUX) SA BGF USD SHORT DURATION BOND","Distribution","Month"
"Collective Investment","LU0565135406","FIRST EAGLE AMUNDI INT AHG DIS GBP","Distribution","Quarter"
"Collective Investment","GB00BSS85847","AVIVA INVESTORS UK CASH 2 INC","Distribution","Quarter"
"Collective Investment","LU1017299824","REDWHEEL UK CLIMATE ENGAGEMENT (SHARE CLASS R) INC","Distribution","Quarter"
"Collective Investment","IE00BHZKQD85","PIMCO GLOBAL ADVIS GBL LOW DUR REAL RTN INSTL","Distribution","Quarter"
"Collective Investment","LU0048573645","FIDELITY FUNDS FIDELITY ASEAN A DIS USD","Distribution","Year"
"Collective Investment","GB0008445982","EDENTREE RESPONSIBLE & SUSTAINABLE UK EQUITY OPPORTUNITIES","Distribution","Year"
"Collective Investment","GB0003886875","PREMIER MITON MONTHLY INCOME C DIS NAV","Distribution","Month"
"Collective Investment","GB00BZ0RS231","LEGAL & GENERAL UT L&G MULTI-INDEX INCOME 6 I","Distribution","Month"
"Collective Investment","GB00B1XMTB32","JPMORGAN EUROPE FUND A INCOME","Distribution","Year"
"Collective Investment","LU0081336892","ALLIANCE BERNSTEIN GBL HI YI A DIS$","Distribution","Month"
"Collective Investment","LU0041580167","DWS (US DOLLAR) RESERVE USD","Distribution","Year"
"Collective Investment","GB00BJ04F877","INVESCO-CORPORATE BOND UK(Y)INC","Distribution","Bi_Annual"
"Collective Investment","CH0001071940","UBS AG EQTY - EMERGING MARKETS USD","Distribution","Year"
"Collective Investment","LU0496654236","BLACKROCK (LUX) SA ASIAN TIGER BOND A3 HKD","Distribution","Month"
"Collective Investment","GB00B57GX403","MAITLAND INSTL SVC MI TWENTYFOUR AM DYNAMIC BD","Distribution","Quarter"
"Collective Investment","IE00B3NKZG80","OPENWORLD PLC GBL HIGH DIV EQTY B INC NAV","Distribution","Quarter"
"Collective Investment","AU60CRS00082","ABERDEEN INFLATION LINKED BD FD AUD","Distribution","Bi_Annual"
"Collective Investment","GB0001449197","THREADNEEDLE INV MGMT EQUITY INC RETL","Distribution","Month"
"Collective Investment","IE00BL0RDJ74","BNY MELLON GLB FDS ASIAN INCOME W INC GBP","Distribution","Quarter"
"Collective Investment","GB0009449827","EDENTREE RESPONSIBLE AND SUSTAINABLE MANAGED INCOME A INC","Distribution","Quarter"
"Collective Investment","LU0054237671","FIDELITY FUNDS ASIAN SPEC SITUATIONS A USD DIS","Distribution","Year"
"Collective Investment","LU0061175625","FIDELITY FUNDS EUROPEAN SMALLER COS A DIS EUR","Distribution","Year"
"Collective Investment","LU0993992360","ASHBURTON INVEST ASHBURTON INVS INDIA FIXED","Distribution","Bi_Annual"
"Collective Investment","IE00BN6QDF87","VANGUARD GLOBAL BOND INDEX FUND HGD USD INC","Distribution","Quarter"
"Collective Investment","GG00BYT1FB71","MARLBOROUGH INTERNATIONAL CAUTIOUS CELL A INC","Distribution","Bi_Annual"
"Collective Investment","IE00B62F0371","BNY MELLON GLB FDS GLOBAL BOND C USD DIS NAV","Distribution","Quarter"
"Collective Investment","GB00B03KM113","AXA FM DEF DISTRIBUTION FUND Z INC NET GBP","Distribution","Quarter"
"Collective Investment","LU0251145404","FIDELITY FUNDS - US HIGH YIELD A MDIST SGD","Distribution","Month"
"Collective Investment","IE00B1FZRR25","MONTANARO UK INCOME SEED FUND UNHDG INC","Distribution","Quarter"
"Collective Investment","LU0262308454","JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L INC NAV","Distribution","Year"
"Collective Investment","LU0048574536","FIDELITY FUNDS FID AUST A DIS AUD","Distribution","Year"
"Collective Investment","IE00BYTYH878","DAVY FUNDS PLC UK GPS LONG TERM GROWTH A G","Distribution","Bi_Annual"
"Collective Investment","GB0000160308","HSBC Glbl Asset Mgmt UK Monthly Income","Distribution","Month"
"Collective Investment","GB00B03TP422","HENDERSON GLOBAL INVS STRATEGIC BOND A GROSS INC GBP","Distribution","Quarter"
"Collective Investment","IE00BFWH5B98","Merian Global Strategic Bond Fund (IRL) U1 GBP Inc","Distribution","Quarter"
"Collective Investment","IE00B53T7Z26","LEGG MASON GBL FD WESTN ASSET GBL HIGH YIELD","Distribution","Month"
"Collective Investment","GB0000154467","HSBC GLBL ASSET MGMT UK GILT AND FIXED INT INC A","Distribution","Quarter"
"Collective Investment","GB0001448900","CT UK EQUITY INCOME FUND RETAIL INCOME GBP","Distribution","Quarter"
"Collective Investment","GB0001529782","CT UK FUND RETAIL INCOME GBP","Distribution","Bi_Annual"
"Collective Investment","GB00BK6MCJ27","M&G SECURITIES LTD GLOBAL DIVIDEND C EUR INC","Distribution","Quarter"
"Collective Investment","IE0034388805","J O HAMBRO CAPITAL JAPAN A EUR INC","Distribution","Year"
"Collective Investment","GB00BT6STC53","FTF MARTIN CURRIE UK RISING DIVIDENDS INC","Distribution","Quarter"
"Collective Investment","GB00BFRB3Q70","AVIVA INVESTORS UK PROPERTY TRUST 5 INC GBP","Distribution","Bi_Annual"
"Collective Investment","IE00BYT42604","BROWN ADVISORY FDS US FLEXIBLE EQUITY DOLLAR M","Distribution","Year"
"Collective Investment","LU0116927707","FF - Global Infrastructure Fund A-GBP","Distribution","Year"
"Collective Investment","LU0800342379","FRANKLIN TEMPLETON GBL HIGH INC BD A USD DIS","Distribution","Month"
"Collective Investment","GB0007674244","HENDERSON GBL INV INSTL OVERSEAS BD I DIS NAV","Distribution","Quarter"
"Collective Investment","LU1387930875","ABRDN SICAV II GLOBAL CORPORATE BOND FUND J GBP INC","Distribution","Quarter"
"Collective Investment","LU1475749161","CT UK EQUITY INCOME CLASS IGP INC","Distribution","Quarter"
"Collective Investment","GB00B3RW8B62","INVESCO GLOBAL EMERGING MARKETS UK INCOME (NO TRAIL) INC","Distribution","Year"
"Collective Investment","LU0819120766","HSBC INV FD LUX SA ECONOMIC SCALE IDX GEM EQUI A DIS   LIQ","Distribution","Year"
"Collective Investment","GB00BWY4XM45","BARING FD MNGRS MULTI ASSET INCOME FUND I I","Distribution","Month"
"Collective Investment","GB00B9DN3X26","LAZARD FUND MGRS EMERGING MARKETS S INC","Distribution","Bi_Annual"
"Collective Investment","LU0758899339","ALLIANZ GBL INV INCOME & GROWTH PM H2 INC","Distribution","Month"
"Collective Investment","GB00BHBFFN03","FUND PARTNERS LTD FP WHEB SUSTAINABILITY C","Distribution","Year"
"Collective Investment","LU1728044469","HSBC GIF GRADE SECURITISED CREDIT BOND AM3H INC","Distribution","Month"
"Collective Investment","IE00B5KRKD84","BARCLAYS MULTI-MGR GLOBALACCESS GBL PROP SECS M INC","Distribution","Quarter"
"Collective Investment","GB00B6028039","SCHRODER UNIT TST MULTI MANAGER DIVERSITY TACTICAL Z INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B86SVM24","RATHBONE UT MGT MULTIAST TOTAL RTN PFOLIO S","Distribution","Quarter"
"Collective Investment","GG00BKM42F87","MARLBOROUGH INTERN MARLBOROUGH HIGH YIELD FXD","Distribution","Bi_Annual"
"Collective Investment","LU0455707207","FIDELITY FUNDS CHINA OPPS A USD INC","Distribution","Year"
"Collective Investment","LU0157308031","ALLIANCEBERNSTEIN AMERICAN INCOME","Distribution","Month"
"Collective Investment","GB0009068304","LLOYDS TSB OS FM OS GILT FD MTH B GBP","Distribution","Month"
"Collective Investment","GB00B11DNY92","SCHRODER STRATEGIC CREDIT A INCOME FUND","Distribution","Bi_Annual"
"Collective Investment","GB00B7N03064","JPMORGAN ASSET MANAGEMENT UK LTD US EQUITY INCOME HEDGED C NET INC NAV","Distribution","Quarter"
"Collective Investment","LU0905234141","FIL INV MGMT LUX GBL MULTIAST INC A MINCOME USD","Distribution","Month"
"Collective Investment","IE00B4VQT291","BARING EASTERN EUROPE A INC","Distribution","Year"
"Collective Investment","GB00BMJJJG09","HSBC GLOBAL AM UK FTSE ALL WLD IDX C INC NAV","Distribution","Year"
"Collective Investment","IE00B4193603","PIMCO FUNDS IRELAN CAPITAL SECS HGD EUR INSTL","Distribution","Quarter"
"Collective Investment","GB00BDFZQW47","AXA INVESTMENT MAN GLOBAL SHORT DURATION BD Z  INC GBP","Distribution","Quarter"
"Collective Investment","IE00BKPWSS48","BLACKROCK ISHARES DEVELOPED REAL ESTATE INDEX D INC","Distribution","Quarter"
"Collective Investment","LU2760116694","VONTOBEL FUND II FIXED MATURITY EMERGING MARKETS BOND 2 UAQ1 INC","Distribution","Year"
"Collective Investment","GB00B0CNGX10","LEGAL & GENERAL UT L&G PACIFIC IDX TRUST I DIS GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B016J213","PIMCO GBL BD INSTL (HEDGE) INC GBP","Distribution","Quarter"
"Collective Investment","GB00B3FJQ375","JPMORGAN AM US EQ INC B INCOME GBP","Distribution","Quarter"
"Collective Investment","GB00BWBSHS36","SEVEN INVESTMENT 7IM EUROP (EX UK)EQTY VAL C","Distribution","Bi_Annual"
"Collective Investment","GB00BJRCFQ29","WS MONTANARO UK INCOME FUND A INC","Distribution","Quarter"
"Collective Investment","GB00BJKGG240","LEGAL & GENERAL CASH TRUST I","Distribution","Year"
"Collective Investment","IE000O7DU281","FORTEM CAPITAL US EQUITY INCOME FUND F INC","Distribution","Year"
"Collective Investment","IE00BDZ77270","GAM STAR CAUTIOUS GQ INC","Distribution","Quarter"
"Collective Investment","GB00BYVXBJ14","GLOBAL STRATEGY CONSERVATIVE PORTFOLIO C","Distribution","Bi_Annual"
"Collective Investment","GB00BHNWH995","PREMIER MITON DIVERSIFIED DYNAMIC GROWTH FUND D","Distribution","Year"
"Collective Investment","LU1619421891","ABERDEEN STANDARD SICAV I EMERGING MARKETS CORPORATE BOND INC I","Distribution","Month"
"Collective Investment","GB00BK80VF35","NINETY ONE GLOBAL TOTAL RETURN CREDIT R INC 2","Distribution","Month"
"Collective Investment","GB00B88MZG48","NINETY ONE EMERGING MARKETS LOCAL CURRENCY DEBT R INC 2","Distribution","Quarter"
"Collective Investment","GB00B850BN01","SARASIN GLOBAL HIGHER DIVIDEND - P INC","Distribution","Quarter"
"Collective Investment","LU1142331880","BLACKROCK NATURAL RESOURCES GROWTH & INCOME A5G INC","Distribution","Quarter"
"Collective Investment","IE00009DUQ60","DIMENSIONAL GLOBAL SUSTAINABILITY SHORT FIXED INCOME","Distribution","Bi_Annual"
"Collective Investment","GB00B7DYMW38","FIRST SEN.INV.ICVC-GL.L.INFR.(B)HDGD","Distribution","Bi_Annual"
"Collective Investment","IE00B7TGZ916","SMITH & WILLIAMSON MEDIUM DATED CORP BOND B INC","Distribution","Quarter"
"Collective Investment","LU0721552544","UBS ETF SICAV BCLYS CAP USD TSY 1 UCITS","Distribution","Bi_Annual"
"Collective Investment","GB0009455436","CT(UK)I MULTI-SECTOR BOND 1 INC","Distribution","Quarter"
"Collective Investment","GB0002426319","GAM UK DIVERSIFIED INC A GBP","Distribution","Year"
"Collective Investment","GB00BJCWFZ62","WS LIGHTMAN EUROPEAN FUND R INC","Distribution","Year"
"Collective Investment","IE00BFZMJ644","BNY MELLON SUSTAINABLE GLOBAL DYNAMIC BOND W INC","Distribution","Quarter"
"Collective Investment","GB00BJH4X975","LEGAL & GENERAL FUTURE WORLD ESG UK INDEX I INC","Distribution","Bi_Annual"
"Collective Investment","IE0007GWIWD5","NEW CAPITAL FIXED MATURITY BOND FUND 2027 A INC","Distribution","Year"
"Collective Investment","IE00B7SMSG88","SMITH&WILLIAMSON I S&W DEFENSIVE GROWTH B","Distribution","Bi_Annual"
"Collective Investment","GB00B13QQM54","KLEINWORT BENSON STLG INCOME GBP","Distribution","Bi_Annual"
"Collective Investment","SGXZ71698914","FAM ALTERNATIVE VCC INCOME FUND SGD CLASS","Distribution","Bi_Annual"
"Collective Investment","LU0274552982","FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS","Distribution","Month"
"Collective Investment","LU0827880005","BLACKROCK GF SICAV GLOBAL ALLOCATION FUND","Distribution","Year"
"Collective Investment","GB00B80LD761","BLACKROCK FM LTD FIXED INC GBL OPPS D INC GB","Distribution","Bi_Annual"
"Collective Investment","GB00BYVDZT91","FTF MARTIN CURRIE UK OPPORTUNITIES INC","Distribution","Bi_Annual"
"Collective Investment","GB00B6QDDF07","JUPITER UT MGRS GTH & INC I INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0282388783","BNP PARIBAS  SICAV - SUSTAINABLE GLOBAL CORPORATE BOND CLASSIC USD","Distribution","Year"
"Collective Investment","IE00B23ZBW44","FTGF ROYCE US SMALLER COMPANIES FUND INC A","Distribution","Bi_Annual"
"Collective Investment","IE00BF5S8D27","MUZINICH FUNDS GBL TACTICAL CRED HGD S INC","Distribution","Bi_Annual"
"Collective Investment","GB00B4R2F348","VANGUARD LIFESTRATEGY 60% EQUITY GBP","Distribution","Year"
"Collective Investment","GG00B1YMBS31","M&G (GSY) OFFSHORE OPTIMAL INCOME A GBP","Distribution","Bi_Annual"
"Collective Investment","GB00BGHQ0Y62","SMITH & WILLIAMSON SALTUS REAL RETURN A INC","Distribution","Year"
"Collective Investment","IE00B90JXJ92","BNY MELLON GLB FDS GBL EQTY INCOME W EUR DIS","Distribution","Quarter"
"Collective Investment","LU0972489826","EMIRATES MDO MGT GBL QTLY INC C USD","Distribution","Quarter"
"Collective Investment","GB00B8P58897","MARLBOROUGH FD MGR BOND INCOME P INC","Distribution","Quarter"
"Collective Investment","GB00BY9BSL83","RATHBONE MULTI-ASSET STRATEGIC INCOME PORTFOLIO S INC","Distribution","Month"
"Collective Investment","LU0871812193","FRANKLIN TEMPLETON INVESTMENTS FUNDSGLOBAL TOTAL RETURN W MDIS H1","Distribution","Month"
